20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0154","pop1","499","501","500","499","501","500","499","498","499","497","500","498","500","497","503","502","502","502","500","502","499","499","499","499","506","504","501","500","503","501","498","498","500","499","500","500","502","498","500","499"
"0155","pop1","498","499","501","499","502","500","499","499","499","498","499","499","501","499","503","501","504","501","500","500","499","503","498","502","505","503","501","502","502","501","500","498","500","499","500","500","498","504","497","498"
"0156","pop1","498","499","499","499","502","502","498","498","498","497","500","500","501","497","501","500","502","502","500","497","499","502","502","502","505","503","501","502","502","500","498","498","499","499","499","498","502","503","499","497"
"0157","pop1","499","501","500","504","502","502","500","499","498","497","500","499","500","497","501","501","504","504","495","502","499","503","498","502","504","503","502","500","502","501","499","498","500","502","500","500","502","498","499","501"
"0158","pop1","498","499","500","499","502","502","500","498","498","498","500","499","500","499","503","502","502","503","500","497","503","500","498","502","505","505","501","502","500","500","499","498","499","499","499","496","498","498","499","501"
"0159","pop1","498","501","499","499","502","503","500","499","499","499","499","499","500","500","502","502","505","505","500","501","499","501","498","502","505","505","501","503","500","500","499","500","502","501","500","497","497","498","497","497"
"0160","pop1","499","500","499","502","502","501","499","498","498","497","500","500","500","500","503","502","502","502","500","501","499","499","497","499","505","503","501","503","502","503","499","500","503","499","500","498","497","498","499","501"
"0161","pop1","499","501","500","500","502","501","499","499","500","498","500","499","500","497","501","502","505","502","500","501","503","500","496","498","505","505","502","500","502","501","499","500","500","499","499","499","498","504","500","500"
"0162","pop1","501","501","503","499","502","501","500","499","500","498","500","499","500","498","501","499","504","500","497","502","503","500","502","501","505","503","502","503","502","501","500","501","499","499","499","499","502","498","501","497"
"0163","pop1","498","499","500","500","502","501","499","499","500","498","499","499","500","499","503","501","505","500","498","497","499","499","497","502","506","503","501","501","502","500","499","498","499","499","501","500","502","498","499","499"
"0164","pop1","498","499","500","499","502","501","499","498","499","498","500","499","500","500","501","502","505","502","500","501","499","503","497","502","505","505","501","502","502","502","500","498","499","499","500","500","502","502","499","501"
"0165","pop1","498","499","500","499","503","503","500","499","499","498","500","500","500","501","503","503","504","502","502","501","499","501","502","502","505","505","501","501","503","500","499","500","502","502","497","498","498","498","501","501"
"0166","pop1","499","501","500","500","502","502","500","499","500","499","500","499","499","497","501","502","505","505","498","500","499","500","498","502","504","503","502","502","503","500","500","501","503","499","499","499","502","498","499","501"
"0167","pop1","499","501","500","504","502","502","500","499","498","498","500","499","500","500","498","498","506","502","500","500","499","500","498","502","503","502","501","502","502","500","499","499","500","502","500","498","502","502","500","500"
"0168","pop1","499","501","500","504","502","502","500","499","500","498","500","500","500","500","502","498","504","501","500","499","499","500","496","500","505","504","501","501","503","500","500","498","500","499","500","500","497","498","499","501"
"0169","pop1","499","499","500","500","501","501","500","499","499","498","500","500","500","502","501","502","504","505","500","500","499","499","502","500","505","505","501","500","502","500","499","500","500","499","498","498","502","497","500","498"
"0170","pop1","498","499","500","503","502","502","499","502","499","497","500","498","500","502","503","503","504","502","500","502","499","503","497","499","505","499","502","500","502","501","499","500","500","502","501","500","504","506","500","497"
"0171","pop1","499","501","500","501","502","502","499","502","499","497","500","499","500","497","503","502","505","501","500","500","499","499","498","500","504","503","501","503","502","503","499","500","500","499","501","499","502","502","499","501"
"0172","pop1","499","499","500","499","502","500","499","499","500","499","500","499","500","501","503","502","506","501","500","501","499","503","498","502","504","503","501","502","502","503","498","498","500","499","499","500","497","504","500","502"
"0173","pop1","499","499","500","499","502","502","500","499","499","498","500","499","500","501","503","502","502","503","495","495","499","500","497","497","505","499","501","503","502","500","498","501","503","502","500","500","498","506","499","497"
"0174","pop1","498","499","500","499","502","501","499","502","500","499","500","500","500","500","503","502","502","501","500","501","499","500","497","499","505","505","501","502","502","502","499","498","499","504","499","500","502","498","497","496"
"0175","pop1","498","502","503","499","502","501","499","502","500","497","499","499","500","501","503","503","504","502","495","501","499","503","499","499","505","499","501","501","500","500","499","500","500","501","500","498","497","498","500","499"
"0176","pop1","499","501","500","502","502","502","499","499","498","498","500","500","500","501","502","499","506","506","498","497","500","501","497","497","505","505","501","502","500","501","499","498","503","501","497","497","502","497","499","501"
"0177","pop1","498","501","500","499","501","503","499","499","498","498","500","500","500","499","502","499","504","502","500","497","500","500","499","498","505","505","501","501","502","500","499","501","499","499","501","499","502","503","501","501"
